6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,1
6,31,1,0,0,0,4,1101,0
6,31,1,0,0,0,4,1101,1
7,20,0,0,0,1,4,1101,1
7,20,0,0,0,1,4,1101,0
7,20,0,0,0,1,4,1101,1
7,20,0,0,0,1,4,1101,0
7,20,0,0,0,1,4,1101,0
